,text,timestamp,clean_text,pred_sadness
93,Coronavirus: Delta Govt Sets Up Eleven Holding Facilities Across The State http://urhobotoday.com/?p=34724  via @Labakevwe,2020-03-19 23:53:43,Coronavirus: Delta Govt Sets Up Eleven Holding Facilities Across The State  via ,1
94,Mayor Bill de Blasio: Close NYC public schools to slow the spread of coronavirus - Sign the Petition! http://chng.it/JMtyh7n2  via @Change,2020-03-13 23:48:54,Mayor Bill de Blasio: Close NYC public schools to slow the spread of coronavirus - Sign the Petition!  via ,0
95,"We stand by Italy during these trying times. Share your Support for our Italian friends, They are our colleagues, friends and family. Cari amici, siamo con voi. #COVID19 #WeStandWithItaly ",2020-03-23 23:53:32,"We stand by Italy during these trying times. Share your Support for our Italian friends, They are our colleagues, friends and family. Cari amici, siamo con voi. #COVID19 #WeStandWithItaly ",0
96,How the corona virus started https://twitter.com/OprahSide/status/1239292553138016256 …,2020-03-15 23:52:54,How the corona virus started ,0
97,Twitter Won't Correct the Record When Dems Spread Anti-Trump Coronavirus Misinformation https://pjmedia.com/trending/twitter-wont-correct-the-record-when-dems-spread-anti-trump-coronavirus-misinformation/ … #NewsandPolitics via @pjmedia_com,2020-03-19 23:50:50,Twitter Won't Correct the Record When Dems Spread Anti-Trump Coronavirus Misinformation  #NewsandPolitics via ,0
98,"less than a week into quarantine and my mom hits me with “what’s a bottom?"" and i am moving out. coronavirus can take me honestly i’ve heard enough",2020-03-22 23:48:13,"less than a week into quarantine and my mom hits me with “what’s a bottom?"" and i am moving out. coronavirus can take me honestly i’ve heard enough",1
99,White House won't explain how it would pay for Trump's proposed payroll tax holiday #TrumpFail #CoronaVirus https://www.cnbc.com/2020/03/10/white-house-wont-explain-how-it-would-pay-for-trumps-proposed-payroll-tax-holiday.html …,2020-03-10 23:55:00,White House won't explain how it would pay for Trump's proposed payroll tax holiday #TrumpFail #CoronaVirus ,0
100,"https://www.google.com/amp/s/www.pbs.org/newshour/amp/health/u-s-officials-trump-administration-alleging-foreign-disinformation-is-stoking-virus-fears … — Listen, @WhiteHouse: whether this allegation is true or not, it’s actually YOUR BOSS @realDonaldTrump who’s been spreading misinformation about the #Coronavirus. #DonaldTrump #CoronavirusPandemic #CoronavirusOutbreak",2020-03-16 23:59:48," — Listen, : whether this allegation is true or not, it’s actually YOUR BOSS  who’s been spreading misinformation about the #Coronavirus. #DonaldTrump #CoronavirusPandemic #CoronavirusOutbreak",0
101,Hey @woltersradio  I’m glad you got the hell out of Dodge before Coronavirus hit Michigan. Stay safe!,2020-03-13 23:48:53,Hey   I’m glad you got the hell out of Dodge before Coronavirus hit Michigan. Stay safe!,0
102,Our god is greater our is stronger our is higher then coronavirus,2020-03-23 23:47:46,Our god is greater our is stronger our is higher then coronavirus,0
103,"Shocking, since you're famous. Usually that's an automatic test. #COVID2019",2020-03-13 23:46:29,"Shocking, since you're famous. Usually that's an automatic test. #COVID2019",0
104,EU makes a sensible policy decision to stop airlines flying empty planes. Good to see #COVID19 not entirely derailing #climate actionhttps://flip.it/sg6EH- ,2020-03-10 23:54:42,EU makes a sensible policy decision to stop airlines flying empty planes. Good to see #COVID19 not entirely derailing #climate action,0
105,"As concerns about the potential for community spread of the novel coronavirus ramp up, Kittitas Valley Healthcare and its staff are working to keep their operation running as smoothly as possible despite a mounting worldwide supply shortage. https://www.dailyrecordnews.com/news/kittitas-valley-healthcare-stresses-communication-supply-conservation-in-fight-against/article_555b3608-5283-5184-bdd0-b22d692826a4.html …",2020-03-11 23:51:33,"As concerns about the potential for community spread of the novel coronavirus ramp up, Kittitas Valley Healthcare and its staff are working to keep their operation running as smoothly as possible despite a mounting worldwide supply shortage. ",0
106,"Underground, overground cockwombling free,
Cockwomble of dangerous bullshit is he. 

#coronavirus #TrumpLiedPeopleDied #TrumpPandemichttps://twitter.com/jheil/status/1240056993290821640 …",2020-03-18 23:49:37,"Underground, overground cockwombling free,
Cockwomble of dangerous bullshit is he. 

#coronavirus #TrumpLiedPeopleDied #TrumpPandemic",0
107,"DISTANCE LEARNING
Inventive BFK8 student using an iPad to draw out his answers and get feedback from his teacher. #inventive @Apple @AppleEDU #distancelearning #distanceeducation #COVID19
#thirdgrade #3rdgrade #gottaloveem
@MDCPSCentral @miamisup @MDCPS
@benfranklink8pic.twitter.com/orOvUA6kHo",2020-03-18 23:56:03,"DISTANCE LEARNING
Inventive BFK8 student using an iPad to draw out his answers and get feedback from his teacher. #inventive   #distancelearning #distanceeducation #COVID19
#thirdgrade #3rdgrade #gottaloveem
  
/orOvUA6kHo",0
108,"I stand with @NBA, @NHL & @MLB concessions workers facing layoffs amid #coronavirus outbreak. Join me & call on billionaire team owners to pay so that @unitehere members & others facing economic hardship don’t lose wages or healthcare. #PayArenaWorkershttps://actionnetwork.org/petitions/pay-laid-off-arena-and-stadium-workers?source=twitter& …",2020-03-16 23:55:13,"I stand with ,  &  concessions workers facing layoffs amid #coronavirus outbreak. Join me & call on billionaire team owners to pay so that  members & others facing economic hardship don’t lose wages or healthcare. #PayArenaWorkers",1
109,Plastic's back! Canadians ditch “going green” to stop spread of coronavirus https://www.rebelnews.com/single_use_plastics_are_back_canadians_ditch_going_green_to_stop_spread_of_coronavirus?recruiter_id=28791 … via @RebelNewsOnline,2020-03-20 23:49:19,Plastic's back! Canadians ditch “going green” to stop spread of coronavirus  via ,0
110,Gutfeld on Bernie's non-plan for coronavirus https://youtu.be/QEIkzH0O2m0  via @YouTube,2020-03-11 23:58:34,Gutfeld on Bernie's non-plan for coronavirus  via ,0
111,fact Europeans scramble across borders as coronavirus restricts travel,2020-03-16 23:58:21,fact Europeans scramble across borders as coronavirus restricts travel,0
112,"Steps for handling this Corona-virus Epidemic!

You will feel better! Please share!

https://www.youtube.com/watch?v=IsJus1R15Ds …",2020-03-20 23:59:11,"Steps for handling this Corona-virus Epidemic!

You will feel better! Please share!

",0
113,"Please, British friends, read and act quickly  #COVID2019 #coronavirus #COVID19 https://twitter.com/jasonvanschoor/status/1237142891077697538 …",2020-03-09 23:53:42,"Please, British friends, read and act quickly  #COVID2019 #coronavirus #COVID19 ",0
114,Trump admits coronavirus is ‘hurting’ his family business and won’t rule out cash bailout to keep it afloat – The US Sun https://www.the-sun.com/news/572160/trump-coronavirus-hurting-hotels-hundreds-fired-mar-a-lago-closed/ …,2020-03-21 23:51:20,Trump admits coronavirus is ‘hurting’ his family business and won’t rule out cash bailout to keep it afloat – The US Sun ,1
115,"They're already losing money because of the Coronavirus forcing the parks to close, among other things.",2020-03-12 23:55:10,"They're already losing money because of the Coronavirus forcing the parks to close, among other things.",1
116,tweeters extrapolating from coronavirus raw data pic.twitter.com/TGefxXIMY4,2020-03-15 23:59:41,tweeters extrapolating from coronavirus raw data pic.twitter.com/TGefxXIMY4,0
117,Democrats hate you America! They do not care if you lose your business or job. All they care about are politics and power. #coronavirus https://twitter.com/LizRNC/status/1241874370890473474 …,2020-03-22 23:53:58,Democrats hate you America! They do not care if you lose your business or job. All they care about are politics and power. #coronavirus ,1
118,Marriott Furloughs Two-Thirds of Its Employees; CEO Calls Coronavirus Impact 'Worse Than 9/11 and 2009 Financial Crisis Combined' https://www.mediaite.com/news/marriott-furloughs-two-thirds-of-its-employees-ceo-calls-coronavirus-impact-worse-than-9-11-and-2009-financial-crisis-combined/ …,2020-03-23 23:52:21,Marriott Furloughs Two-Thirds of Its Employees; CEO Calls Coronavirus Impact 'Worse Than 9/11 and 2009 Financial Crisis Combined' ,1
119,Secret Recording: Intelligence Chairman Warns Donors About Coronavirus – Rolling Stone https://www.rollingstone.com/politics/politics-news/secret-recording-intelligence-chairman-warning-donors-about-coronavirus-weeks-ago-969767/#utm_medium=social&utm_source=twitter&utm_campaign=social_bar&utm_content=bottom_amp&utm_id=969767 …,2020-03-19 23:56:39,Secret Recording: Intelligence Chairman Warns Donors About Coronavirus – Rolling Stone #utm_medium=social&utm_source=twitter&utm_campaign=social_bar&utm_content=bottom_amp&utm_id=969767 …,0
120,"Coronavirus: 10 More Deaths In UK Leads Total Getting Doubled In 24 Hours

https://thedigitalwise.com/2020/03/15/coronavirus-10-more-deaths-in-uk-leads-total-getting-doubled-in-24-hours/ …
Click here for more
#news #breakingnews",2020-03-15 23:59:06,"Coronavirus: 10 More Deaths In UK Leads Total Getting Doubled In 24 Hours


Click here for more
#news #breakingnews",1
121,"@macArtBayArea @spaceforcefumes @TeaPainUSA @megawatts55 The ""honorable"" Representative Louie Can Gohfuckhimself. #COVID19 https://twitter.com/NBCPolitics/status/1239619629510799363 …",2020-03-16 23:54:09,"    The ""honorable"" Representative Louie Can Gohfuckhimself. #COVID19 ",0
122,I got an email from red lobster about coronavirus pic.twitter.com/WnHuH3e4jy,2020-03-12 23:54:45,I got an email from red lobster about coronavirus pic.twitter.com/WnHuH3e4jy,0
123,"@realDonaldTrump SO REMDESIVIR WORKS?????
WHY ARENT PEOPLE BEING GIVEN THIS????
THIS AND TRUVADA
WILL TURN THE WHOLE THING AROUND
SIR SIGN EXECUTIVE ORDERS 
SO THAT THESE TWO ANTIVIRALS
WHICH WERE USED FOR EBOLA AND AIDS
CAN BE GIVEN TO CORONAVIRUS PATIENTS
SIR THIS IS THE ANSWER",2020-03-18 23:53:22," SO REMDESIVIR WORKS?????
WHY ARENT PEOPLE BEING GIVEN THIS????
THIS AND TRUVADA
WILL TURN THE WHOLE THING AROUND
SIR SIGN EXECUTIVE ORDERS 
SO THAT THESE TWO ANTIVIRALS
WHICH WERE USED FOR EBOLA AND AIDS
CAN BE GIVEN TO CORONAVIRUS PATIENTS
SIR THIS IS THE ANSWER",1
124,"Ok, let Trump and his minions get along without science and smear bacon grease on their coronavirus.",2020-03-09 23:57:03,"Ok, let Trump and his minions get along without science and smear bacon grease on their coronavirus.",0
125,"Never mind, looks like I'm being home schooled as well, jeez, can not believe it, this freakin coronavirus should not exist, school as it is normally is very much better that just being at home, working, I'd rather get killed by corona than doing work at home",2020-03-23 23:50:42,"Never mind, looks like I'm being home schooled as well, jeez, can not believe it, this freakin coronavirus should not exist, school as it is normally is very much better that just being at home, working, I'd rather get killed by corona than doing work at home",1
126,"Have spent the past too many hours reporting on the terrible impacts coronavirus is having on the country's restaurant industry. Decided to treat myself to Chinese dinner delivery from our local place. Delicious, and I'm well-stocked for weekend stress-eating! pic.twitter.com/HNvDUq5SHx",2020-03-13 23:49:25,"Have spent the past too many hours reporting on the terrible impacts coronavirus is having on the country's restaurant industry. Decided to treat myself to Chinese dinner delivery from our local place. Delicious, and I'm well-stocked for weekend stress-eating! pic.twitter.com/HNvDUq5SHx",0
